Authority.Name,Fiscal.Year.End.Date,Cash.And.Cash.Equivalents,Investments,Receivables..Net,Other.Assets..Current.,Total.Current.Assets,Restricted.Cash.And.Investments,Long.Term.Receivables..Net,Other.Assets..Noncurrent.,Land.And.Other.Non.Depreciable.Property,Buildings.And.Equipment,Infrastructure,Accumulated.Depreciation,Net.Capital.Assets,Total.Noncurrent.Assets,Total.Assets,Accounts.Payable,Pension.Contribution.Payable..Current.,Other.Post.Employment.Benefits..Current.,Accrued.Liabilities,Deferred.Revenues,Bonds.And.Notes.Payable..Current.,Other.Long.Term.Obligations.Due.Within.One.Year,Total.Current.Liabilities,Pension.Contribution.Payable..Noncurrent.,Other.Post.Employment.Benefits..Noncurrent.,Bonds.And.Notes.Payable..Noncurrent.,Long.Term.Leases,Other.Long.Term.Obligations,Total.Noncurrent.Liabilities,Total.Liabilities,Invested.In.Capital.Assets..Net.Of.Related.Debt,Restricted.Net.Assets,Unrestricted.Net.Assets,Total.Net.Assets,Charges.For.Services,Rental.And.Financing.Income,Other.Operating.Revenues,Total.Operating.Revenue,Salaries.And.Wages,Other.Employee.Benefits,Professional.Services.Contracts,Supplies.And.Materials,Depreciation.And.Amortization,Other.Operating.Expenses,Total.Operating.Expenses,Operating.Income..Loss.,Investment.Earnings,State.Subsidies...Grants,Federal.Subsidies...Grants,Municipal.Subsidies...Grants,Public.Authority.Subsidies,Other.Non.operating.Revenues,Total.Non.Operating.Revenue,Interest.And.Other.Financing.Charges,Subsidies.To.Other.Public.Authorities,Grants.And.Donations,Other.Non.Operating.Expenses,Total.Non.Operating.Expenses,Income..Loss..Before.Contributions,Capital.Contributions,Change.in.net.assets,Net.Assets..Deficit..Beginning.Of.Year,Other.Net.Assets.Changes,Net.Assets..Deficit..At.End.Of.Year,,
Livingston County Development Corporation,9/30/2024,1193125.00,0.00,342409.00,15202.00,1550736.00,0.00,0.00,966803.00,0.00,0.00,0.00,0.00,0.00,966803.00,2517539.00,41024.00,0.00,0.00,6776.00,499750.00,0.00,0.00,547550.00,0.00,0.00,0.00,0.00,0.00,0.00,547550.00,0.00,470840.00,1499149.00,1969989.00,247271.00,48044.00,0.00,295315.00,85065.00,0.00,162771.00,12333.00,0.00,86931.00,347100.00,-51785.00,0.00,670249.00,0.00,200000.00,46706.00,0.00,916955.00,0.00,0.00,754360.00,0.00,754360.00,110810.00,0.00,110810.00,1859179.00,0.00,1969989.00,2517539.00,OK
Livingston County Land Bank Corporation,9/30/2024,531473.00,0.00,56980.00,137616.00,726069.00,453605.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453605.00,1179674.00,35512.00,0.00,0.00,451605.00,0.00,0.00,0.00,487117.00,0.00,0.00,0.00,0.00,451605.00,451605.00,938722.00,0.00,0.00,240952.00,240952.00,0.00,0.00,176803.00,176803.00,0.00,0.00,63570.00,0.00,0.00,32505.00,96075.00,80728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80728.00,0.00,80728.00,160224.00,0.00,240952.00,1179674.00,OK
Livingston Tobacco Asset Securitization Corporation,9/30/2024,32556.00,0.00,809148.00,0.00,841704.00,918619.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,918619.00,1760323.00,0.00,0.00,0.00,0.00,0.00,0.00,24521.00,24521.00,0.00,0.00,20061384.00,0.00,0.00,20061384.00,20085905.00,0.00,918619.00,-19244201.00,-18325582.00,0.00,0.00,850035.00,850035.00,0.00,0.00,61051.00,0.00,1349437.00,14913.00,1425401.00,-575366.00,53500.00,0.00,0.00,0.00,0.00,0.00,53500.00,0.00,0.00,0.00,0.00,0.00,-521866.00,0.00,-521866.00,-17803716.00,0.00,-18325582.00,1760323.00,OK
Local Development Corporation of the Town of Union,9/30/2024,9574.00,0.00,96741.00,2612.00,108927.00,2444114.00,594425.00,0.00,0.00,5750.00,0.00,0.00,5750.00,3044289.00,3153216.00,6557.00,0.00,5311.00,1765.00,1045140.00,0.00,4088.00,1062861.00,0.00,41136.00,0.00,0.00,0.00,41136.00,1103997.00,0.00,2036412.00,12807.00,2049219.00,4500.00,19964.00,0.00,24464.00,94575.00,19007.00,4600.00,1504.00,0.00,12520.00,132206.00,-107742.00,27258.00,0.00,1287048.00,103486.00,0.00,0.00,1417792.00,0.00,0.00,1258193.00,4661.00,1262854.00,47196.00,0.00,47196.00,2002023.00,0.00,2049219.00,3153216.00,OK
Lumber City Development Corporation,9/30/2024,643848.00,0.00,29249.00,0.00,673097.00,0.00,118894.00,3264.00,0.00,2423.00,0.00,2423.00,0.00,122158.00,795255.00,20420.00,0.00,0.00,0.00,0.00,0.00,0.00,20420.00,0.00,0.00,0.00,0.00,0.00,0.00,20420.00,0.00,0.00,774835.00,774835.00,0.00,10109.00,0.00,10109.00,28566.00,3698.00,63528.00,2182.00,0.00,352335.00,450309.00,-440200.00,7590.00,146129.00,0.00,57500.00,0.00,6525.00,217744.00,73.00,0.00,187594.00,0.00,187667.00,-410123.00,0.00,-410123.00,1184958.00,0.00,774835.00,795255.00,OK
Madison County Capital Resource Corporation,9/30/2024,117623.00,1253320.00,0.00,0.00,1370943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1370943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95346.00,1275597.00,1370943.00,250.00,0.00,0.00,250.00,0.00,0.00,9000.00,0.00,0.00,96787.00,105787.00,-105537.00,34657.00,0.00,0.00,0.00,0.00,0.00,34657.00,0.00,0.00,0.00,0.00,0.00,-70880.00,0.00,-70880.00,1441823.00,0.00,1370943.00,1370943.00,OK
Madison Grant Facilitation Corporation,9/30/2024,743.00,319683.00,0.00,0.00,320426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320426.00,0.00,320426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,684.00,0.00,0.00,0.00,0.00,0.00,684.00,0.00,0.00,0.00,0.00,0.00,684.00,0.00,684.00,319742.00,0.00,320426.00,320426.00,OK
Monroe County Industrial Development Corporation,9/30/2024,2254881.00,1631709.00,329516.00,5630.00,4221736.00,1215521.00,2186856.00,0.00,0.00,0.00,0.00,0.00,0.00,3402377.00,7624113.00,160181.00,0.00,0.00,0.00,1002.00,0.00,0.00,161183.00,0.00,0.00,0.00,0.00,0.00,0.00,161183.00,0.00,169303.00,7293627.00,7462930.00,1188031.00,57256.00,4648.00,1249935.00,377270.00,0.00,85301.00,6201.00,0.00,110485.00,579257.00,670678.00,-3736.00,0.00,837728.00,0.00,0.00,0.00,833992.00,0.00,0.00,0.00,545501.00,545501.00,959169.00,0.00,959169.00,6503761.00,0.00,7462930.00,7624113.00,OK
Monroe Tobacco Asset Securitization Corporation,9/30/2024,149221.00,2600.00,11125385.00,13384533.00,24661739.00,0.00,0.00,12949.00,0.00,0.00,0.00,0.00,0.00,12949.00,24674688.00,0.00,0.00,0.00,707792.00,0.00,305952966.00,0.00,306660758.00,0.00,0.00,0.00,0.00,0.00,0.00,306660758.00,0.00,13384533.00,-295370603.00,-281986070.00,0.00,0.00,0.00,0.00,0.00,0.00,97835.00,0.00,18765541.00,20410.00,18883786.00,-18883786.00,784849.00,11207553.00,0.00,0.00,0.00,0.00,11992402.00,0.00,0.00,0.00,0.00,0.00,-6891384.00,0.00,-6891384.00,-275094686.00,0.00,-281986070.00,24674688.00,OK
Montgomery County Capital Resource Corporation,9/30/2024,258083.00,0.00,0.00,0.00,258083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258083.00,2123.00,0.00,0.00,0.00,0.00,0.00,0.00,2123.00,0.00,0.00,0.00,0.00,0.00,0.00,2123.00,0.00,0.00,255960.00,255960.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.00,2123.00,0.00,0.00,3873.00,-3873.00,6672.00,0.00,0.00,0.00,0.00,0.00,6672.00,0.00,0.00,0.00,0.00,0.00,2799.00,0.00,2799.00,253161.00,0.00,255960.00,258083.00,OK
"MUNIPRO, Inc.",9/30/2024,201742.00,5136749.00,280763.00,0.00,5619254.00,0.00,6766332.00,0.00,3455691.00,145938.00,0.00,0.00,3601629.00,10367961.00,15987215.00,102975.00,0.00,0.00,0.00,4916.00,0.00,0.00,107891.00,0.00,0.00,0.00,0.00,5102292.00,5102292.00,5210183.00,3601629.00,7175403.00,0.00,10777032.00,463142.00,0.00,0.00,463142.00,0.00,0.00,11200.00,0.00,0.00,34255.00,45455.00,417687.00,216953.00,0.00,0.00,0.00,0.00,0.00,216953.00,0.00,0.00,0.00,500000.00,500000.00,134640.00,0.00,134640.00,10642392.00,0.00,10777032.00,15987215.00,OK
Nassau County Local Economic Assistance Corporation,9/30/2024,1267991.00,0.00,0.00,1345.00,1269336.00,0.00,0.00,0.00,23750.00,0.00,0.00,8444.00,15306.00,15306.00,1284642.00,2550.00,0.00,0.00,0.00,5000.00,0.00,0.00,7550.00,0.00,0.00,0.00,0.00,0.00,0.00,7550.00,15306.00,0.00,1261786.00,1277092.00,286088.00,0.00,54668.00,340756.00,0.00,0.00,91686.00,10509.00,4750.00,51675.00,158620.00,182136.00,48398.00,0.00,0.00,0.00,0.00,0.00,48398.00,0.00,0.00,0.00,0.00,0.00,230534.00,0.00,230534.00,1046558.00,0.00,1277092.00,1284642.00,OK
Nassau County Tobacco Settlement Corporation,9/30/2024,335000.00,0.00,0.00,35000.00,370000.00,15910000.00,0.00,8255000.00,0.00,0.00,0.00,0.00,0.00,24165000.00,24535000.00,4000.00,0.00,0.00,1396000.00,0.00,0.00,0.00,1400000.00,0.00,0.00,499934000.00,0.00,0.00,499934000.00,501334000.00,0.00,0.00,-476799000.00,-476799000.00,0.00,0.00,20292000.00,20292000.00,0.00,0.00,82000.00,0.00,0.00,28000.00,110000.00,20182000.00,1090000.00,0.00,0.00,0.00,0.00,0.00,1090000.00,28178000.00,0.00,0.00,0.00,28178000.00,-6906000.00,0.00,-6906000.00,-469893000.00,0.00,-476799000.00,24535000.00,OK
New Rochelle Corporation for Local Development,9/30/2024,1184375.00,0.00,3000.00,428127.00,1615502.00,426403.00,22587420.00,35951740.00,0.00,0.00,0.00,0.00,0.00,58965563.00,60581065.00,668422.00,0.00,0.00,471235.00,22844309.00,433878.00,80280.00,24498124.00,0.00,0.00,22411569.00,11851812.00,0.00,34263381.00,58761505.00,1136604.00,0.00,682956.00,1819560.00,110996.00,0.00,0.00,110996.00,0.00,0.00,1526075.00,0.00,0.00,191.00,1526266.00,-1415270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177224.00,177224.00,-1592494.00,0.00,-1592494.00,3412054.00,0.00,1819560.00,60581065.00,OK
NFC Development Corporation,9/30/2024,3247729.00,0.00,5962.00,0.00,3253691.00,0.00,4033.00,0.00,0.00,0.00,0.00,0.00,0.00,4033.00,3257724.00,31908.00,0.00,0.00,0.00,0.00,0.00,0.00,31908.00,0.00,0.00,0.00,0.00,2586559.00,2586559.00,2618467.00,0.00,320.00,638937.00,639257.00,942.00,0.00,356936.00,357878.00,0.00,0.00,0.00,0.00,0.00,61465.00,61465.00,296413.00,38685.00,0.00,0.00,0.00,0.00,0.00,38685.00,0.00,0.00,400514.00,0.00,400514.00,-65416.00,0.00,-65416.00,704673.00,0.00,639257.00,3257724.00,OK
Niagara Area Development Corporation,9/30/2024,151407.00,0.00,0.00,0.00,151407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151407.00,151407.00,0.00,0.00,0.00,0.00,0.00,0.00,151407.00,0.00,0.00,0.00,0.00,0.00,0.00,151407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151407.00,OK
Niagara County Development Corporation,9/30/2024,2094129.00,0.00,601111.00,0.00,2695240.00,0.00,554922.00,0.00,0.00,0.00,0.00,0.00,0.00,554922.00,3250162.00,42346.00,0.00,0.00,0.00,0.00,0.00,0.00,42346.00,0.00,0.00,0.00,0.00,0.00,0.00,42346.00,0.00,3207816.00,0.00,3207816.00,0.00,29131.00,0.00,29131.00,0.00,0.00,50902.00,0.00,0.00,12580.00,63482.00,-34351.00,7950.00,0.00,461361.00,0.00,0.00,0.00,469311.00,0.00,0.00,254247.00,72189.00,326436.00,108524.00,0.00,108524.00,3099292.00,0.00,3207816.00,3250162.00,OK
Niagara Orleans Land Improvement Corporation,9/30/2024,1010039.00,0.00,31216.00,0.00,1041255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1041255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,845090.00,196165.00,1041255.00,0.00,0.00,291846.00,291846.00,63000.00,31099.00,67123.00,0.00,0.00,58733.00,219955.00,71891.00,0.00,0.00,0.00,-51873.00,0.00,0.00,-51873.00,0.00,0.00,0.00,0.00,0.00,20018.00,0.00,20018.00,1021237.00,0.00,1041255.00,1041255.00,OK
Niagara Tobacco Asset Securitization Corporation,9/30/2024,3753013.00,0.00,0.00,3439249.00,7192262.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7192262.00,0.00,0.00,0.00,172330.00,3302889.00,0.00,0.00,3475219.00,0.00,0.00,0.00,0.00,55613036.00,55613036.00,59088255.00,0.00,7054464.00,-58950457.00,-51895993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3726505.00,3726505.00,2633938.00,0.00,0.00,104622.00,2738560.00,987945.00,0.00,987945.00,-52883938.00,0.00,-51895993.00,7192262.00,OK
Oneida County Local Development Corporation,9/30/2024,36230.00,363725.00,0.00,6089.00,406044.00,301391.00,0.00,5710.00,0.00,34115.00,0.00,19496.00,14619.00,321720.00,727764.00,1382.00,0.00,0.00,5603.00,0.00,0.00,0.00,6985.00,0.00,0.00,0.00,0.00,301391.00,301391.00,308376.00,0.00,0.00,419388.00,419388.00,0.00,0.00,0.00,0.00,0.00,0.00,55015.00,0.00,5752.00,10784.00,71551.00,-71551.00,14395.00,0.00,0.00,0.00,0.00,0.00,14395.00,36.00,0.00,0.00,101250.00,101286.00,-158442.00,0.00,-158442.00,577830.00,0.00,419388.00,727764.00,OK
Oneida Tobacco Asset Securitization Corporation,9/30/2024,5038961.00,0.00,0.00,337072.00,5376033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5376033.00,8000.00,0.00,0.00,262479.00,0.00,0.00,106350402.00,106620881.00,0.00,0.00,0.00,0.00,0.00,0.00,106620881.00,0.00,0.00,-101244848.00,-101244848.00,4030228.00,0.00,0.00,4030228.00,0.00,0.00,28692.00,0.00,0.00,0.00,28692.00,4001536.00,280708.00,0.00,0.00,0.00,0.00,0.00,280708.00,6819571.00,0.00,0.00,35179.00,6854750.00,-2572506.00,0.00,-2572506.00,-98672342.00,0.00,-101244848.00,5376033.00,OK
Oneonta Rail Yards Local Development Corporation,9/30/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253315.00,0.00,0.00,0.00,253315.00,253315.00,253315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253315.00,0.00,0.00,253315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253315.00,0.00,253315.00,253315.00,OK
Onondaga Civic Development Corporation,9/30/2024,1418669.00,0.00,50.00,0.00,1418719.00,0.00,0.00,0.00,0.00,6145.00,0.00,0.00,6145.00,6145.00,1424864.00,97655.00,0.00,0.00,0.00,0.00,0.00,0.00,97655.00,0.00,0.00,0.00,0.00,0.00,0.00,97655.00,6145.00,934944.00,386120.00,1327209.00,5500.00,0.00,77839.00,83339.00,0.00,0.00,16757.00,0.00,2915.00,117361.00,137033.00,-53694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53694.00,0.00,-53694.00,1380903.00,0.00,1327209.00,1424864.00,OK
Onondaga Convention Center Hotel Development Corporation,9/30/2024,0.00,0.00,0.00,0.00,0.00,0.00,6533333.00,0.00,0.00,0.00,0.00,0.00,0.00,6533333.00,6533333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6533333.00,6533333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466667.00,466667.00,-466667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-466667.00,0.00,-466667.00,7000000.00,0.00,6533333.00,6533333.00,OK
Onondaga Tobacco Asset Securitization Corporation,9/30/2024,147326.00,6643461.00,0.00,0.00,6790787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6790787.00,379416.00,0.00,0.00,0.00,0.00,462817.00,0.00,842233.00,0.00,0.00,106463543.00,0.00,8609340.00,115072883.00,115915116.00,0.00,6643461.00,-115767790.00,-109124329.00,0.00,0.00,0.00,0.00,0.00,0.00,52942.00,0.00,0.00,78143.00,131085.00,-131085.00,426863.00,0.00,0.00,0.00,0.00,7201070.00,7627933.00,0.00,0.00,0.00,4589103.00,4589103.00,2907745.00,0.00,2907745.00,-112032074.00,0.00,-109124329.00,6790787.00,OK
Ontario County Economic Development Corporation,9/30/2024,2370894.00,0.00,540415.00,0.00,2911309.00,0.00,2016325.00,0.00,0.00,10945.00,0.00,10945.00,0.00,2016325.00,4927634.00,604.00,0.00,0.00,0.00,710451.00,0.00,0.00,711055.00,0.00,0.00,0.00,0.00,0.00,0.00,711055.00,0.00,19782.00,4196797.00,4216579.00,2400.00,127670.00,0.00,130070.00,0.00,0.00,95985.00,352.00,0.00,8450.00,104787.00,25283.00,52159.00,0.00,444836.00,0.00,0.00,76563.00,573558.00,0.00,0.00,499370.00,0.00,499370.00,99471.00,0.00,99471.00,4117108.00,0.00,4216579.00,4927634.00,OK
Ontario County Local Development Corporation,9/30/2024,218037.60,0.00,0.00,0.00,218037.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218037.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218037.60,218037.60,0.00,0.00,0.00,0.00,0.00,0.00,4825.00,161.50,0.00,3169.10,8155.60,-8155.60,3868.20,0.00,0.00,0.00,0.00,0.00,3868.20,0.00,0.00,0.00,0.00,0.00,-4287.40,0.00,-4287.40,222325.00,0.00,218037.60,218037.60,OK
Ontario Tobacco Asset Securitization Corporation,9/30/2024,1749819.00,0.00,1386382.00,0.00,3136201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3126201.00,15000.00,0.00,0.00,39636.00,0.00,0.00,0.00,54636.00,0.00,0.00,31004643.00,0.00,0.00,31004643.00,31059279.00,0.00,3136201.00,-31059279.00,-27923078.00,0.00,0.00,1452457.00,1452457.00,0.00,0.00,50756.00,0.00,0.00,15000.00,65756.00,1386701.00,109035.00,0.00,0.00,0.00,0.00,0.00,109035.00,2010729.00,0.00,0.00,0.00,2010729.00,-514993.00,0.00,-514993.00,-27408085.00,0.00,-27923078.00,3136201.00,Mismatch
Operation Oswego County,9/30/2024,1384284.00,0.00,117040.00,0.00,1501324.00,0.00,784973.00,44305.00,1786986.00,2554510.00,0.00,2022639.00,2318857.00,3148135.00,4649459.00,131813.00,0.00,0.00,0.00,31380.00,0.00,0.00,163193.00,0.00,0.00,597715.00,0.00,0.00,597715.00,760908.00,555105.00,0.00,3333446.00,3888551.00,24520.00,187426.00,905856.00,1117802.00,417718.00,182252.00,33615.00,34930.00,57435.00,307671.00,1033621.00,84181.00,0.00,25068.00,0.00,0.00,0.00,0.00,25068.00,0.00,0.00,0.00,0.00,0.00,109249.00,0.00,109249.00,3767238.00,12064.00,3888551.00,4649459.00,OK
Orange County Funding Corporation,9/30/2024,1368901.00,0.00,0.00,551834.00,1920735.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1920735.00,14236.00,0.00,0.00,0.00,0.00,0.00,0.00,14236.00,0.00,0.00,0.00,0.00,0.00,0.00,14236.00,0.00,0.00,1906499.00,1906499.00,2500.00,0.00,0.00,2500.00,0.00,0.00,14536.00,0.00,0.00,1958.00,16494.00,-13994.00,85082.00,0.00,0.00,0.00,0.00,0.00,85082.00,0.00,0.00,0.00,0.00,0.00,71088.00,0.00,71088.00,1835411.00,0.00,1906499.00,1920735.00,OK
Orleans County Local Development Corporation,9/30/2024,97237.00,0.00,19022.00,0.00,116259.00,0.00,11215.00,0.00,0.00,0.00,0.00,0.00,0.00,11215.00,127474.00,506.00,0.00,0.00,0.00,0.00,0.00,0.00,506.00,0.00,0.00,0.00,0.00,0.00,0.00,506.00,0.00,126968.00,0.00,126968.00,0.00,0.00,3186.00,3186.00,0.00,0.00,23708.00,28.00,0.00,5762.00,29498.00,-26312.00,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,140.00,0.00,200226.00,0.00,200366.00,-26678.00,0.00,-26678.00,153646.00,0.00,126968.00,127474.00,OK
Orleans Land Restoration Corporation,9/30/2024,574775.00,0.00,110102.00,132839.00,817716.00,51500.00,113042.00,0.00,811421.00,0.00,0.00,0.00,811421.00,975963.00,1793679.00,182132.00,0.00,0.00,0.00,0.00,0.00,81685.00,263817.00,0.00,0.00,0.00,0.00,0.00,0.00,263817.00,0.00,0.00,1529862.00,1529862.00,0.00,0.00,196289.00,196289.00,0.00,0.00,70063.00,0.00,0.00,184925.00,254988.00,-58699.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,967.00,0.00,0.00,0.00,967.00,-59666.00,0.00,-59666.00,1814528.00,-225000.00,1529862.00,1793679.00,OK
Oswego County Civic Facilities Corporation,9/30/2024,7802.00,0.00,500.00,0.00,8302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8302.00,0.00,0.00,0.00,11500.00,0.00,0.00,0.00,11500.00,0.00,0.00,0.00,0.00,0.00,0.00,11500.00,0.00,0.00,-3198.00,-3198.00,1000.00,0.00,0.00,1000.00,0.00,0.00,5250.00,0.00,0.00,0.00,5250.00,-4250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,23.00,-4273.00,0.00,-4273.00,1075.00,0.00,-3198.00,8302.00,OK
Oswego County Land Bank Corporation,9/30/2024,2004930.00,0.00,236287.00,0.00,2241217.00,0.00,0.00,925208.00,0.00,0.00,0.00,0.00,0.00,925208.00,3166425.00,159545.00,0.00,0.00,22048.00,0.00,0.00,0.00,181593.00,0.00,0.00,0.00,0.00,0.00,0.00,181593.00,0.00,0.00,2984832.00,2984832.00,0.00,0.00,466543.00,466543.00,0.00,0.00,0.00,0.00,0.00,1303756.00,1303756.00,-837213.00,6081.00,446788.00,0.00,0.00,0.00,0.00,452869.00,0.00,0.00,0.00,0.00,0.00,-384344.00,0.00,-384344.00,3369176.00,0.00,2984832.00,3166425.00,OK
Oswego Tobacco Asset Securitization Corporation,9/30/2024,1963598.00,0.00,1750000.00,0.00,3713598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3713598.00,0.00,0.00,0.00,59684.00,0.00,0.00,0.00,59684.00,0.00,0.00,22060976.00,0.00,0.00,22060976.00,22120660.00,0.00,3713031.00,-22120093.00,-18407062.00,0.00,0.00,1720633.00,1720633.00,0.00,0.00,33362.00,4728.00,0.00,29985.00,68075.00,1652558.00,113618.00,0.00,0.00,0.00,0.00,0.00,113618.00,843805.00,0.00,0.00,0.00,843805.00,922371.00,0.00,922371.00,-19329433.00,0.00,-18407062.00,3713598.00,OK
Peekskill Facilities Development Corporation,9/30/2024,119909.00,0.00,0.00,45090.00,164999.00,0.00,0.00,53821.00,0.00,0.00,0.00,0.00,0.00,53821.00,218820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53821.00,70000.00,94999.00,218820.00,0.00,0.00,0.00,0.00,0.00,0.00,3994.00,0.00,0.00,0.00,3994.00,-3994.00,0.00,0.00,45090.00,0.00,0.00,861.00,45951.00,0.00,0.00,0.00,0.00,0.00,41957.00,53821.00,95778.00,123042.00,0.00,218820.00,218820.00,OK
Putnam County Economic Development Corporation,9/30/2024,321692.00,58961.00,1500.00,0.00,382153.00,0.00,0.00,0.00,0.00,29733.00,0.00,29733.00,0.00,0.00,382153.00,844.00,0.00,0.00,10000.00,0.00,0.00,0.00,10844.00,0.00,0.00,0.00,0.00,0.00,0.00,10844.00,0.00,0.00,371309.00,371309.00,0.00,0.00,175050.00,175050.00,98996.00,7933.00,10000.00,0.00,0.00,27770.00,144699.00,30351.00,222.00,0.00,0.00,0.00,0.00,13580.00,13802.00,0.00,0.00,0.00,6770.00,6770.00,37383.00,0.00,37383.00,333926.00,0.00,371309.00,382153.00,OK
Putnam Tobacco Asset Securitization Corporation,9/30/2024,148468.00,0.00,1160000.00,8171.00,1316639.00,1214440.00,0.00,511715.00,0.00,0.00,0.00,0.00,0.00,1726155.00,3042794.00,0.00,0.00,0.00,63500.00,0.00,0.00,300000.00,363500.00,0.00,0.00,19568984.00,0.00,0.00,19568984.00,19932484.00,0.00,0.00,-16889690.00,-16889690.00,0.00,0.00,1126093.00,1126093.00,0.00,0.00,12998.00,0.00,0.00,43173.00,56171.00,1069922.00,80598.00,0.00,0.00,0.00,0.00,0.00,80598.00,1197695.00,0.00,0.00,0.00,1197695.00,-47175.00,0.00,-47175.00,-16842515.00,0.00,-16889690.00,3042794.00,OK
Ramapo Local Development Corporation,9/30/2024,451796.00,0.00,271505.00,2040585.00,2763886.00,0.00,975612.00,498519.00,8338047.00,22706350.00,0.00,0.00,31044397.00,32518528.00,35282414.00,0.00,0.00,0.00,1443262.00,0.00,828165.00,0.00,2271427.00,0.00,0.00,19907316.00,1114602.00,0.00,21021918.00,23293345.00,10807435.00,0.00,1181634.00,11989069.00,0.00,378760.00,0.00,378760.00,51388.00,6083.00,21876.00,210009.00,1200415.00,508126.00,1997897.00,-1619137.00,2360.00,0.00,0.00,2219590.00,0.00,0.00,2221950.00,860210.00,0.00,0.00,0.00,860210.00,-257397.00,0.00,-257397.00,12246466.00,0.00,11989069.00,35282414.00,OK
Rensselaer County Capital Resource Corporation,9/30/2024,22000.00,0.00,0.00,0.00,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22000.00,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,0.00,8000.00,-8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8000.00,0.00,-8000.00,30000.00,0.00,22000.00,22000.00,OK
